annata,provincia,titolo
96/97,Napoli,"Tempo libero. Napoli fuori orario, dai caffè ai club"
96/97,Napoli,L'oro del rinascimento per i tesori sottochiave
96/97,Napoli,"Al museo, per viaggiare nel golfo della preistoria"
96/97,Napoli,Nuovo splendore per le gemme dei Farnese
96/97,Napoli,Primo ottobre 1943. Arrivano gli americani!
96/97,Napoli,"Castelcapuano, dai re alle toghe"
96/97,Napoli,San Gennaro e il sangue del mistero
96/97,Napoli,"La provincia verde. Il Vesuvio, finalmente parco"
96/97,Napoli,L'acero antico e tenace
96/97,Napoli,"Marisa Laurito, da Eduardo alla tv"
96/97,Napoli,Tutti i film dagli anni 50 tra il Vomero e Mergellina
96/97,Provincia di Napoli,"Tempo libero. Musica, cultura e buone tavole"
96/97,Provincia di Napoli,"La provincia verde. A Vivara, il paradiso botanico"
96/97,Provincia di Napoli,La soia che dà energia
96/97,Provincia di Napoli,"Nell'antica Puteoli, via Internet"
96/97,Provincia di Napoli,Itinerari per il week-end. Dai faraglioni a Torre del Greco
96/97,Provincia di Napoli,I segreti di Capri dalla preistoria ad oggi
96/97,Provincia di Napoli,La poesia del golfo nei quadri dell'Ottocento
96/97,Provincia di Napoli,Libri in tavola. La frittata galeotta che ispirò Di Giacomo
96/97,Salerno,"Tempo libero. Salerno, gli svaghi ""fuori orario"""
96/97,Salerno,Il futuro tra film e cd-rom
96/97,Salerno,"Rea, un adolescente a Nocera"
96/97,Salerno,"La badia di Santa Maria de Olearia, tra silenzio e prodici"
96/97,Salerno,La lontra nell'oasi sil Sele
97/98,Avellino,I bambini di Avellino giocano con Peter Pan
97/98,Avellino,"Dalle ceramiche al tombolo, le capitali dell'artigianato"
97/98,Avellino,Fra romanzi e libri antichi
97/98,Benevento,"Benevento, la città dei ragazzi"
97/98,Benevento,"Festa a Fragneto Monforte, tra le nuvole in mongolfiera"
97/98,Benevento,La provincia verde. Scampagnata alle Forche Caudine
97/98,Benevento,Tra romanzi e libri rari
97/98,Caserta,"I bambini di Caserta nella ""Casa dei sogni"""
97/98,Caserta,La merenda di Rousseau ma senza mozzarella
97/98,Napoli,Dai burattini al tango tutto per i ragazzi
97/98,Napoli,I mille volti di Napoli nel cuore dei taxisti
97/98,Napoli,"Gli oggetti di ogni giorno nel ""museo industriale"""
97/98,Napoli,"Magie mediterranee, il sould di Pino Daniele"
97/98,Napoli,"I film di Elvira Notari la ""tycoon"" partenopea"
97/98,Napoli,"E sant'Alfonso inventò ""Tu scendi dalle stelle"""
97/98,Napoli,"In biblioteca, tra scienza e letteratura"
97/98,Napoli,Il treno di Pompei in viaggio nel passato
97/98,Provincia di Napoli,Una banca del tempo per i bambini
97/98,Provincia di Napoli,E il preside ritrovò l'antica Stabia
97/98,Provincia di Napoli,"Dai romanzi ai libri antichi, il paradiso dei lettori"
97/98,Provincia di Napoli,"Gli antichi mulini di Gragnano, capitale dei maccheroni"
97/98,Salerno,I ragazzi di Salerno in consiglio comunale
97/98,Salerno,Il regno dei lettori
97/98,Salerno,"Sarno, le industrie dell'800 sono diventate palazzi di sogno"
97/98,Salerno,I musei dei mestieri contadini
